reviewer_orcid,reviewer_title_doi,reviewer_title,reviewer_paper_attribure
0000-0001-9759-0745,,SEP2P: Secure and Efficient P2P Personal Data Processing,data user distribution personal secured node pdms solutions computation processing paradigm sense mechanisms query information large base issues contributions generated providing health servers protocol task applications smart new tees
0000-0003-1097-2965,,The NPD Benchmark: Reality Check for OBDA Systems ,data obda queried benchmarking set databases systems provided view big requirements instance related generator evaluation npd industry languages conceptual size experts specification testing calvanese petroleum vocabulary standard ontology new scenario
0000-0001-8550-2197,,Chronos: An Elastic Parallel Framework for Stream Benchmark Generation and Simulation,generally chronos data distributed columns database news based benchmarking frameworks processed domain latent correlated parallelism queries simulated follows given preservation uses values decomposition temporal computation tuple real schema second dependent
0000-0002-9137-0845,,Providing Serializability for Pregel-like Graph Processing Systems,graphs parallelizes algorithm techniques locking processes serializably synchronize performant provides model based correct tion systems problem executed solution convergence large minimal overheads vertices requires existing vertex uses single user data
0000-0003-3158-9471,,Cleaning Uncertain Data with a Noisy Crowd,data hits answering crowdsourced crowds quality uncertain given tuple attribute values human questions definition probabilities pcr difference clean models possible improvement ash expect computing naturally theorems randomness sets correct effect
0000-0002-0629-7955,,Configurable Hardware-based Streaming Architecture using Online Programmable-Blocks,tuple queries block designed streams processed operate data instructions controls memories unit hardware timing buffers based processors port perform bits fpga architectures logical circuit window states results include outputs chips
0000-0001-9681-8824,,Privacy Preserving Estimation of Social Influence,influencing social marketing viral secure data propagations problem privacy computing different network users parties provided large platforms larger private integers driven sales learn contributions space brand legal cial assumption complete
0000-0002-7615-4183,,Whom to Ask? Jury Selection for Decision Making Tasks on Micro-blog Services,user jury task crowds workers ing crowdsourcing decision table making answering algorithm error selecting messages like techniques follows micro question computation requirements incentive proposing vote bounding forwarding rates platform
0000-0002-6194-4502,,GroupTravel: Customizing Travel Packages for Groups,group grouptravel travelers poi cis preference tps represent query interactivity members geographically figure synthetic transportation different consensus personalizes user work paris best rating validate function attraction clustering algorithm cohesiveness overall
0000-0002-8570-7640,,Indexing Trajectories for Travel-Time Histogram Retrieval,trajectory section times paths estimator travel index process transport query online efficient computation distribution based network study route increases work improved global key going congestion nct weights selecting setting segments
0000-0001-9018-6846,,Making Sense of Trajectory Data: A Partition-and-Summarization Approach,trajectories features road differences partitions semantic summarized travellers texts times followed similarity tsi people stmaker moves gps sample speed routing landmark segments significance sequences algorithm information traffic behaviour optimizing based
0000-0002-4818-6241,,ChronicleDB: A High-Performance Event Store,data systems chronicledb temporal storage write events indexing security logging related high performance section database distributed sensors query work monitored instant recovery processing stores solutions research open levels application outperformed
0000-0002-3460-0608,,Preserving Privacy and Fairness in Peer-to-Peer Data  Integration,data peers protocol section integration translator database queries privacy fairness issuing systems secure clients noise mappings pdms challenging answers manages preserves design exchange needs encryption payment delivery initially scale value
0000-0003-1837-0010,,MaSM: Efficient Online Updates in Data Warehouses,update queries ssd data approach migrating masm section sorted perform lowing random reads memory optimizer business incurs merging related figure time operation generating trade online buffering joins log inter manager
0000-0003-1895-4243,,Computing Label-Constraint Reachability in Graph,querying graphs reachability search paths problems labeling research constraints computational certain indexing generalize network simple detailed exists question approaches rel experimental mar datasets bounds closure efficiently compact world directed
0000-0001-8215-7893,,QoX-Driven ETL Design: Reducing the Cost  of ETL Consulting Engagements,etl data designer business time require approach engagement objectives optimization quality needs additional qox metric operational model performance reliability level sources implementer practices project consultants loads formal transformations ing process
0000-0001-9148-4861,,On Indexing Error-Tolerant Set Containment,contain indexed similar data sets strings queries matches tokens performing jaccard lookup related generalizes inverted lists prior work transformation algorithms function based specif size reference frequent case scenar widely
0000-0003-2067-454X,,Reverse Spatial and Textual k Nearest Neighbor Search,algorithms spatial textual query object section search reverse called influenced rstknn indexes neighbors based store existing applications rknn performance great considerable similarities new databases houses potential buyers knn keywords
0000-0002-5698-2299,,Towards Cost-Effective Storage Provisioning for DBMSs,costs workload data problems performance storage toc ssd section oper query dot based optimizing work different processing device dbmss drives expected incredibly tial better experimental hdd servers physical box
0000-0001-5921-6429,,Efficient Multi-way Theta-Join Processing Using MapReduce,joins working computation mapreduce solution processed data evalu costs operator multi job related query execution schedule pair challenging result involves effectively distributed fault efficiently based theta explor define key time
0000-0003-3384-4579,,Benchmarking Bitemporal Database Systems: Ready for the Future or Stuck in the Past,temporal data databases performance provide benchmark time dbms workloads application future queries tuning section support commercial analysis changes additional systems plans aspects statically partitioned use cases called tremendous overhead
0000-0002-4117-4344,,Attribute Domain Discovery for Hidden Web Databases,database domains queries interfaces attributes algorithm web discovery main sample random selected search promising theoretical nsf problem hidden discovered large counts approaches requires technique perform development form achieves sections specifiable
0000-0001-5062-7635,,Labeling Recursive Workflow Executions On-the-Fly,label dynamic workflows graphs data schemes tree work execute dags reachability runs static classes based compact bounds query generally main scientific provenance linear modules recursion times important unique flows sections
0000-0002-0477-7429,,Scalable Join Processing on Very Large RDF Graphs,querying joining rdf large triple graph performed data indexes designed selective executions collect section major problem properties providing information winners systems scan paper operators french recent example scalability experimental
0000-0001-7533-8792,,Simplifying XML Schema: Effortless Handling of Nondeterministic Regular Expressions,expression algorithm schemas deterministic regular exponentially xsd bkw upa languages xml grow approximation experimental theoretical syntactic good ones definition time number restriction like correspond specifically generalizing difference facilitates size content
0000-0002-3075-3260,,Efficient Approximate Entity Extraction with Edit Distance Constraints,entities based similar approximately matched methods names problems queries performing edit identify ing algorithms dictionaries string extracting error efficiency general experiment unnecessary recognition consid constraint measure propose distance systems filter
0000-0003-0683-3209,,Executing Entity Matching End to End: A Case Study,data challenge researchers match umetrics end teams entity arise domain studies new projects different products called worked policy enormous systems eye smith section records managing rules world labeling
0000-0003-0257-6858,,SQL- and Operator-centric Data Analytics in Relational Main-Memory Databases,data analytical databases approach integrated operators systems algorithmic users sql performance queries processing figure different function expression tion high languages core especially related extensions lambda distance iterative defining recursive etl
0000-0002-6096-8166,,Hidden Layer Models for Company Representations and Product Recommendations,companies products model data recommendation similarity market time new base services factorization applications techniques latent hidden use install information topics fits tational tion type rnn lda structured domains network sequential
0000-0002-9133-1125,,Parallel In-Situ Data Processing with Speculative Loading,queried database process data loaded file scanraw optimizer application executing genomes time format reading design standard mechanism general field table work sam sql advantage cpu provides external problem world
0000-0003-2528-7557,,TEDI: Efficient Shortest Path Query Answering on Graphs,tedi graph tree decomposition time search efficiency algorithm bags index answer paths based theoretical querying results bfs space large method important network shortest complexity database facebook problem application distance contain
0000-0002-4586-4975,,Authenticated Join Processing in Outsourced Databases,database joins previous authentication queries sections results processing outsources verification algorithms experimental new purchase related data ads sound existing methods customer security service shortcomings london execution computations figure indexes cid
0000-0003-2049-6691,,Cost Estimation of Spatial k-Nearest-Neighbor Operators,technique spatial queries operations estimate selectivity process join data cost section related relatively qep predicate executed iis storage high accuracy fast maxdist amounts main extensive tion better experimental
0000-0002-3160-4355,,Kernel-Based Skyline Cardinality Estimation,skylines standby datasets estimate section theoretical kernel database price extensive methods customers mobilephone mid experimental high dimensional application figure contain criteria owner value choice second sql log plan attributes
0000-0002-9303-0019,,Parallel I/O Aware Query Optimization,optimizers ssd parallelism level query multiple section process based database storage access new model hdd scans disk performed approaches difference experi drives anisms gradually ary executing method increases substantial impact
0000-0001-8151-7260,,Cleaning Structured Event Logs: A Graph Repair Approach,events data repairs structurally executes exist processed inconsistency xor graphs flows sigma designing tasks evaluation approaches related efficient information unsound technique majority dirty net approximation proof transition sequence cleaning
0000-0002-5376-726X,,Mining a Search EngineÂ¡Â¯s Corpus: Efficient Yet Unbiased Sampling and Aggregate Estimation,query sample documents estimations produced aggregate problem techniques search selection analytical orders bias sota existence number research based sampler process com online unbiased stratified works corpus perform random theta uniform
0000-0001-5637-6224,,Unbiased Estimation of Size and Other Aggregates Over Hidden Web Databases,database query estimated large sizes technique samples hidden variance random tuple selects approaches small walk unbiased aggregated backtrack generating significant difference theoretical web restricted producing job sections probability bias distribution
0000-0003-0673-1632,,Dense Subgraph Maintenance under Streaming Edge Weight Updates for Real-time Story Identification,stories entity dense subgraphs main post basis timely efficiently resulted involves experimental association scales media identifying general graphs importance dyndens identification real theoretically makes algorithm event people single large memory
0000-0002-6506-1184,,Query Workload-based RDF Graph Fragmentation and Allocation,queries rdf fragment different data distributes perform pattern graphs based sparql match subgraph structural vertices selection strategy frequent access driven problem frag issues cost workloads example evaluate proposals min large
0000-0001-8197-1906,,Data Warehouse Technology by Infobright,data rough database querying information infobright projects community columns edition iee ice tuning architecture new multi systems research storage mysql warehouse open provide internal mechanisms ture section ing aspect
0000-0001-6511-7101,,Continuous Imputation of Missing Values in Streams of Pattern-Determining Time Series,times data tkcm patterns miss imputes similar series correlations value solution apple non section meteorological com sbr measurements experimental property stations harvest repeats programming shifts sensor research future based analysis
0000-0001-8032-9962,,OASSIS: Query Driven Crowd Mining,crowd data queries mines information question user generic oassis answer approach knowledge search relevant related bases concise frequently restaurants combination fact ontology semantic renting activity ing maoz friendly formalized contribution
0000-0003-1005-6131,,Fast and Exact Top-k Search for Random Walk with Restart,node proximities section graph searching exactness data approach based ing increasing require structure rwr time random particle high efficient ity practice follows approximate recent given techniques expensive sparse related
0000-0001-5062-7635,,An Optimal Labeling Scheme for Workflow Provenance Using Skeleton Labels,labeled data execute times workflows run approaches graphs section efficiency specification databases loops reachable tion forks provenance results length skeleton information logarithmic query answered empirically experimental module expen process dotted
0000-0002-6500-2192,,Linear Path Skylines in Multicriteria Networks,skyline paths computed costs sets network points differs linear let hull follow definitions resulting method facet given new convex algorithms wtx approaches weights nodes vector solutions query inf dimensional optimize
0000-0001-7119-3768,,HaTen2: Billion-scale Tensor Decompositions,haten tensors data method algorithm decomposition products parafac operation tucker factorizes job dnn vectors distributed nnz compute naive fig iii networks dri generates follows intermedi scalability mode definitions size idea
0000-0001-9092-8950,,A General Graph-based Model for Recommendation in Event-based Social Networks,events user group graphs modeling based recommend method nodes tag time weighted learn network problem informal multiple edge matrix similar query mmc difference observation parameters useful temporal probabilities ebsn definition
0000-0002-0984-1629,,SAR: A Sentiment-Aspect-Region Model for User Preference Analysis in Geo-tagged Reviews,modelling users aspects based regional word sentiments topics reviewer poi distributions categories levels latent algorithm parameter differs preferences method likes geographically analysis recommending values studies locations factor times sentences street
0000-0003-3463-0564,,Analytics on Fast Data: Main-Memory Database Systems versus Modern Streaming Systems,stream systems data workload analytical query events process state information new evaluates high recent mmdbs section connected main application engineering apache include neously error set ically increase usability significant
0000-0001-9350-7238,,Crowd-Selection Query Processing in Crowdsourcing Databases: A Task-Driven Approach,crowdsourced tasks worker section latent crowd selected infers models dimensional include based approaches existing answers problem skilled quora decision algorithm mechanical overflow solution quality categories challenging better optimization applications
0000-0002-4308-3411,,Resolving Conflicts in Heterogeneous Data by Truth Discovery and Source Reliability Estimation,data sources information multiple difference conflicting reliable weights estimating approach models inferring wrong framework weather record heterogeneous existence true proposed truths usually type database incorrect world experiments ous area varies
0000-0003-1535-9692,,Differentially Private Data Cubes: Optimizing Noise Sources and Consistency,data noise tables publish privacy cuboid section queries algorithm study result consistent drug time measures individual moh counts health aggregate olap differential cube scenario security control categories significantly database approximation
0000-0001-8416-9505,,On Assigning Implicit Reputation Scores in an Online Labor Marketplace,worker employer reputation jobs implicit future signal online ratings hires marketplaces feedbacks based application evaluation odesk schemes section information explicit qualifications skills negative impact important workerrank higher
0000-0002-1436-3916,,Privacy Preserving Group Nearest Neighbor Search,privacy user queries section answers lsp databases work located kgnn cost search preserv achieving group approaches neighbors makes applicable analysis easily based ppgnn scenario solution aggregate determination theoretically information business
0000-0003-2858-3124,,Spreadsheet As a Relational Database Engine,spreadsheets data computers manage performance systems eusprig excel ing worksheets sql databases user extremely sophisticated languages science little scale rows thousand analysis tyszkiewicz related online computa actual app beta scientific
0000-0003-2029-220X,,DisC Diversity: Result Diversification based on Dissimilarity and Coverage,results sets diverse different subsets disc section consider figure efficiency presents computation zoom intuitively algorithms reproducibility object radius new theoretical individual circles thetic approach adaptive condition location produce selected problem
0000-0002-2254-8814,,Finding Maximal Cliques in Massive Networks by H*-graph,network graphs section maximal algorithm mce memory updated large extmce compute requirement results protein vertices cost massively random accesses important edges productiv webpages recent smooth component language portion main extensively
0000-0001-8491-2477,,Robust Web Extraction: An Approach Based on a Probabilistic Tree-Edit Model,wrapper trees html robustness modeling director web extracts generate probabilistic example page edit changing figure xpaths useful structured works site table div effective scripts document data study movie heuristically information
0000-0001-8197-0903,,Distributed Spatial Keyword Querying on Road Networks,query distributed network keywords section spatial based locate indexing operators distance google maps work proposals road wants step evaluating increasing poor restaurant process contain typically chinese communications result fragments
0000-0003-1166-7823,,Scalable Atomic Visibility with RAMP Transactions,transaction atomicity ramp scalability partitioned reads guarantee isolation concurrent multi systems locking access providing limited section mechanisms database operations case delays largely employ com algorithms non performance require existing offer
0000-0001-7681-3807,,Consistent Query Answers in Inconsistent Probabilistic Databases,database consistent data tuples repairing queries restaurant inconsistency answer table including differences containing considering confidences probabilistic world loc source efficiency applications joining cqa sections proposed possibly probabilities zip information collecting
0000-0002-3015-0689,,Extracting Statistical Graph Features for Accurate and Efficient Time Series Classification,classification data time researcher graphs feature extracts tsc series efficiency application statistics approach tion section warping algorithm local method classifier based defining neighbor patterns large problems advantage malware issue
0000-0002-2730-8393,,Flash-Based Extended Cache for Higher Throughput and Faster Recovery,face cached database flash writes disk manager overhead section data memory page sequential prices algorithmic buffer performance recovery time reduction accesses cost transaction considered stantial percent process hit
0000-0001-5832-0988,,ENFrame: A Platform for Processing Probabilistic Data,programming events enframe clusters probabilistically data algorithm probable iteration correlation compute user processing databases novel large arbitrary exploration approach expressions sensors worlds encod section bounded mining tion recent networks
0000-0002-0884-0042,,Forecasting High-Dimensional Data,forecasts attribute users modeling visiting samples typical problem sports times large data approaches page display advertiser ing guarantees correlated tiser applications proposed year sets new series historical publisher
0000-0002-7775-0307,,Patience is a Virtue: Revisiting Merge and Sort on Modern Processors,sorted data techniques merging patience replacement selection improvement architecture comparison memory investigation cpu cost ways based called implementation innovations forgotten passes algorithm performance runs related explore year work
0000-0001-5952-6486,,COLARM: Cost-based Optimization for Localized Association Rule Mining,mined data datasets global rules difference online queries locally based salaries supported optimized frequent times subset itemsets index engg works efficient clearly section experimental poqm science plans prestoring partitions colarm
0000-0002-0825-8749,,Ranking Candidate Networks of Relations to Improve Keyword Search over Relational Databases,queries cns systems tuple answer database represented algorithms evaluations keywords results network joins rank called sets base relation processes schema fig presents experimentally scores produced users informational steps generates algebraic
0000-0001-9709-8515,,EAGr: Supporting Continuous Ego-centric Aggregate Queries over Large Dynamic Graphs,graph queried network computed aggregated data overlay users updated continuously neighborhoods based ego large different machine section high experimental node optimization partial recent called rate latencies centric directed needs financial
0000-0003-0418-5762,,HYDRA: Large-scale Social Identity Linkage via Heterogeneous Behavior Modeling,social platform real user behavior data models temporal information section linkage figure structures difference learned optimizes missed online distributions similar key community important true consistency objective function certain blogs long
0000-0001-7266-5018,,Transactional Replication in Hybrid Data Store Architectures,data databases replicated transaction applications cache executions order read requiring key values serially business figure based memcached section hybrid reduce related seamless problem architecture results concurrently states replica cessful
0000-0001-5580-1946,,Stratified-Sampling over Social Networks Using MapReduce,survey samples distributed online shared data algorithms stratified singles individual mapreduce user parallel conduct network subgroups multiple generalizing selection processing answers billion programming prop cost example information sensitive anonymization population
0000-0001-6148-1854,,Characterizing and Selecting Fresh Data Sources,data source update integrate timely list event quality optimization sets freshness differ large frequencies experimentation aggregating correspond algorithms figure select news challenge change examples statistically second domain patterns contributions building
0000-0002-6448-6201,,Active Knowledge: Dynamically Enriching RDF Knowledge Bases by Web Services,service web querying data knowledge called dynamic based number rdf information generated likely users algorithm solution accessed extends sparql grow source schema yago different prizes movies qualities structure increasing
0000-0003-1395-261X,,Challenging the Long Tail Recommendation,recommenders users tail items product niche popularity profitability increases hit novel effect based proposed high ways long large sales absorb tions algorithm model music market results rule companies inventory com
0000-0001-7662-6673,,Extraction and Integration of Partially Overlapping Web Sources,extract source data section web wrapper websites pages generative schema integrating solutions related propose approaches formally issue technique information ing tackle local based problem tion algorithm creating setting unsupervised results
0000-0001-5575-5484,http://dx.doi.org/10.1145/2588555.2588557.,Parallel Subgraph Listing in a Large-Scale Graph,graphs subgraphs parallel result perform listings enumerated patterns psgl processed framework instance strategy distributes joins workload operator based edge help large network partial programming approach occurrence mining computation initial set
0000-0003-0197-2146,,Continuous Deployment of Machine Learning Pipelines,train platform deployment data online learn processes updating models pipeline continuously predictions section real ing features preprocess retrain sample work extra large storage ofmachine deploy statistics utilize transformed approaches provides
0000-0002-8880-880X,,Sketch-based Geometric Monitoring of Distributed Stream Queries,querying monitors data streaming distribution tracked efficient effectively geometric sketches approximating values algorithmic sites solution based continuously locally large estimators methods ing proposes setting process time complexity communication high
0000-0002-3791-7571,,Apache Hadoop Goes Realtime at Facebook,hadoop data facebook apache distributed random applications realtime performant mysql high requires large manage hdfs generated systems low storage tolerant read projects messages uptime tier hbase foundation people batch future
0000-0001-8268-3981,,Scouter: A Stream Processing Web Analyzer to Contextualize Singularities,watering singularity detected data high processed streaming provide network company analyzed measures generally important approaches field based flow images forcing project malignant domains natural aspects information application scouter
0000-0003-4147-9372,,Indexing and Matching Trajectories under Inconsistent Sampling Rates,trajectory samples point edwp distances spatially segments edr matches followed tboxseqs thresholds time map computations prefixdist sub line rate generalize sequences considering box alignments edited exists technique function temporally edwpsub
0000-0003-2476-1747,,The Filter-Placement Problem and its Application to Minimizing Information Multiplicity,network inform content new filters node multiple times different data redundancy receives process propagated significant video functionalities similar small computational negative scenar matching feed problem overhead relayed effective rss
0000-0001-5442-3509,,Dynamically Optimizing Queries over Large Scale Data Platforms,query resulting join plan large data processing executes estimated pilot related techniques users run difference section base statistics accurately manage gained jaql local business logic operates systems collected recovery
0000-0002-8890-691X,,Major Technical Advancements in Apache Hive,data hive section queries execute storage file mapreduce advanced utilizing format significantly developers technical performance efficiency optimization processing hadoop research components years operations evalu largely related highly work improves plans
0000-0002-5627-6044,,Top-k Publish-Subscribe for Social Annotation of News,new annotations story tweet approaches times score updating sub served item subscriptions published query evaluation cached results algorithmic processing content efficiency section key matching high services user optimizations social pre
0000-0001-6094-3244,,An Algorithmic Approach to Event Summarization,events models approaches figure pattern summaries state works certain summarize data based bar example logs occur follows global memory frequently systems description length information hidden hmm interpretable sarily isolated database
0000-0001-9776-0329,,Storm @Twitter,storm data processing streaming twitter section including performance extensibility query systems uses requirement early fault existing operations work resources external development component evolving database product alibaba channel resilient
0000-0003-3870-7768,,Functional Mechanism: Regression Analysis under Differential Privacy,resulting sections regressions functions sensitive data privacy diabetes analysis random noise mechanism optimal differentially private method generally released solution attribute perturbations patient objective accurate local tice overall prediction levels
0000-0002-1720-0223,,Solving Big Data Challenges for Enterprise Application Performance Management,data monitored systems storage performance apm applications required management resources individual related times differently information web high rate response single modern view utilization common budget new complex ally sustainable
0000-0001-5663-6129,,Type-Based Detection of XML Query-Update Independence,schemas independent chain techniques updates typed based statically inferred analysis queries documents precision detected book views contribution finite respectively concerning extended following time implemented property axes results test sections
0000-0002-0752-059X,,Efficient Auditing For Complex SQL queries,query audited privacy database tuple informal data security instances rules way implemented naturally work contains semantics act difference join increase potential efficiency optimizers important login approach guarantee performance offline arbitrary
0000-0001-6919-7831,,PARAS: A Parameter Space Framework for Online Association Mining,rules mining redundant online times parameters paras queries space ruleset dataset set motivate base abstraction compact general data efficiently indexing models analyst sec step output supports trial prestored regions critical
0000-0003-0315-2272,,Knowing When YouÂ¡Â¯re Wrong: Building Fast and Reliable Approximate Query Processing Systems,errors queries samples estimated techniques approximation methods accurately large aqp resulting produced difference based process work systems analytic practical bounds details bar times diagnostic like interactivity recent accuracy inaccurate
0000-0001-9213-7706,,CrowdSky: Skyline Computation with Crowdsourcing,skyline crowdsourced methods questions crowd ing based asking existing attribute multiple monetary tion movie assigns solution missing query reward dominate round majority specif answer minimize factor rela main considerable line
0000-0002-5009-3343,,Powering Archive Store Query Processing via Join Indices,data joins queries partition process storage storing based performs predicates systems row significant columnar index executions archival result approach indices structure times idv relations design analytical facilitating started parallel maintenance
0000-0002-8967-2473,,The LLUNATIC Data-Cleaning Framework,repaired data table value differ databases problems based dependency generates strategies chase semantics algorithms treatment custome lennon language minimality tuples main relations scalable insur cleaned information called treat previous costs
0000-0002-6584-1455,,SHAHED: A MapReduce-based System for Querying and Visualizing Spatio-temporal Satellite Data,data indexes shahed queries times spatio temporally satellite processes spatially archive module file value space daily figure visual requested functions areas users fig aggregates uses resolution uncertainty component included techniques
0000-0002-6179-6888,,AP-Tree: Efficiently Support Continuous Spatial-Keyword Queries Over Stream,keywords query spatial indexed tree efficiency node partitioned location based textual filtered continuously objects matching cell fig adaptiveness streams technique data cut search examples great algorithms user space key problem
0000-0001-8588-4842,,"An Effective and Efficient Truth Discovery Framework over
Data Streams",data source truths database section adaptive stream iterations error assessment weights time high applicable discovery framework based reliable different methods efficiently weather work model certain research scenario information optimal
0000-0001-9927-3225,,"Combining Keyword Search and Forms for Ad Hoc
Querying of Databases ",form queries user section database keywords generated structured figure data challenges searches related return manages set experimentation wide specified suggests table information primary flight plane tickets google hoc combining
0000-0002-9085-1794,,Sharing Work in Keyword Search over Databases,query database keywords searches data integration different rank work multiple scores based setting user relevance manager answering computed result generally perform plan operators figures relations attribute techniques single pipelined
0000-0002-5788-5060,,hStorage-DB: Heterogeneity-aware Data Management to Exploit the Full Capability of Hybrid Storage Systems,storage data accessed informed different perform section monitoring manage request systems device block semantic queries qos heterogeneous based cache databases approach policies effect needs dbms user dynamically issue certain results
0000-0001-6603-2388,,"Blowfish Privacy: Tuning Privacy-Utility Trade-offs using
Policies",privacy data specific policy information section blowfish individual utility definition correla mechanism clustering sensitive constraint adversarial private novel histograms providing applications stan evalu known formalizes scenarios recent work real increasing
0000-0002-1656-5634,,"TripleBit: a Fast and Compact System for Large Scale RDF
Data",querying rdf data triplebit storage join indexing triples memory compression ing performance management stores structure efficient sciences chunks adopted nificant cally monetdb relationships important execution large bit generation complex
0000-0002-2126-326X,,Beyond Frequencies: Graph Pa!ern Mining in Multi-weighted Graphs,patterns graphs frequency mined property scores large considerably algorithm preferences function section like indicate method similarity approach frequent users cient larger solutions network generate advertiser right applications redundant ness
0000-0003-1174-9810,,"The DataPath System: A Data-Centric Analytic Processing
Engine for Large Data Warehouses",query data centric databases computation memory based design new process datapath cpu warehouse engine systems code pushed mytuple costing previously ply path contribution abyte latency access associated execution table
0000-0002-6474-2025,,Online Frequent Episode Mining,episodes times event data mining sequences frequent occurrences frequencies algorithms minimal definition news based usually method difference processing online problems solutions trade fem framework pattern set section includes structures windows
0000-0003-2106-3134,,"Neighborhood-Privacy Protected Shortest Distance
Computing in Cloud",graph shortest neighborhood distances privacy works queries outsourc ing problem techniques structure methods rules section sensitive recent network protecting cloud results minimal local information edges transformation security indexing cost
0000-0003-3883-5452,,Logging Every Footstep: Quantile Summaries for the Entire History,quantiles space querying result sections approximation grant ordering times histor bounds previous theoret history work problems study data differs structures algorithm deletion similar lower item database increases answers extensions specific
0000-0001-8350-392X,,"Tripartite Graph Clustering for Dynamic Sentiment
Analysis on Social Media",sentiments user clusters features label tweeting neg data tri twitter pos example dynamics level regularization accurate framework high short online unsupervised figure temporal approach previous gmos represents analysis media entire
0000-0002-5891-8784,,Collective Spatial Keyword Querying,spatial algorithm query object approximation offer section general keywords cover group collectively bound exact distance satis gives complexi empir need ticular shopping subproblem user second location solution ing available performance
0000-0003-3275-6999,,Query Optimization in Microsoft SQL Server PDW,queries executed plans data node pdw sql parallelize optimizer server mpp space distribution existing costs databases dms processing statistical compute product estimated ance operations detailed high environments parsing abstracting reuses
0000-0003-3495-7639,,Data Exploration with SQL using Machine Learning Techniques,data query tuples sql example patterns attribute selected section based learning result online database users relation new sets positions negating describes problem large number mining working paper status sized exploring
0000-0001-5410-9405,,Processing Theta-Joins using MapReduce,join mapreduce data input parallelizes reducers section algorithm theta process distributed output merge equi map arbitrary reason set developer ply queries large national minimal contri main code best database
0000-0003-2859-2389,,Ratio Threshold Queries over Distributed Data Sources,data source query aggregations conditions thresholds pull timely sale push client rtq ratio distributed algorithms based results work objective average dollar example different requires tions chain energy goods performance guarantee
0000-0003-1275-1621,,Turbocharging DBMS Buffer Pool Using SSDs,performance tac design ssd scales storage relations page different times change dbms databases results writes data workloads buffer better tpc disks drives temperature section store recently experimental energy jim alternative
0000-0001-7326-7265,,"Continuous Monitoring of Pareto Frontiers on Partially
Ordered Attributes for Many Users",user prefers order news attribute similarity products query apple continuously scenarios example performance considered solutions clusters efficiency frontier lenovo clear drawback pareto compute application change past exact clus publication
0000-0003-2424-1637,,Permuting Data on Random-Access Block Storage,permute blocks data ordering storage keys records addressing random examples costs size input perform practically write generalizations accesses large algorithm technical spaces attribute use powerful previous considering time
0000-0002-2902-8192,,PrivBasis: Frequent Itemset Mining with Differential Privacy,privacy frequent data transactional mining approach called privbasis private basis itemsets notion section introduces publish valuable small experimental selection set dataset techniques good works differentially user purpose com candidate
0000-0003-0345-4764,,The Design of the Force.com Multitenant Internet Application Development Platform ,applications multitenancy software designed internet managed architectures services users today saas reliable abstractions individual force models create major paradigm introduction mapping object language specific domain schema incremental advances
0000-0001-9270-6630,,Revisiting Co-Processing for Hash Joins on the Coupled CPU-GPU Architecture,architectures process performance query gpus memory section chips join caches designs data high studied recent revisits guide existing cpus processor integrating introduce low discrete hardware fine lated optimizations new
0000-0003-3816-8450,,Continuous Obstructed Nearest Neighbor Queries  in Spatial Databases,query base section points space obstacle conn distances algorithm robot data search survivors neighbors application path approach process experimentation objective efficiently networks split pruning nearest database work locate mobile continuing
0000-0002-5527-3757,,Who Cares about OthersÂ¡Â¯ Privacy: Personalized Anonymization of Moving Object Trajectories ,trajectory anonymity privacy data personalization distortion sections information require algorithm datasets techniques service spatiotemporal user provide segmentation published delta aware proposal respectively cluster similarities experimental growing decision objective wcop allows
0000-0003-4797-4761,,An Analytic Data Engine for Visualization in Tableau,data queries tableau databases visualizations columns server user perform analytic memory designed engine research require tables type processing stored offline workloads support small set joins section filters level extracting source
0000-0002-8065-3401,,Navigating the Maze of Graph Analytics Frameworks using Massive Graph Datasets,graphs performed framework network data differences algorithm datasets large systems scaling task help optimization vertex programs implement reference bottlenecks improves better bases hand communication computations important dif
0000-0001-5806-5817,,Result Selection and Summarization for Web Table Search,tables select data similarities searching relevant requirement user presenting results web information sections based weight attribute structure measured tuple fig problems ranked algorithm query high given scoring technique good diversified
0000-0002-7535-495X,,"Bayesian Locality Sensitive Hashing for Fast Similarity
Search",similar bayeslsh candidates pair generally search clustering lsh approaches parameters indexing algorithms hashed significant speedups included phases query bayesian prune approximation simi array important slow tuning learning detection error retrieval
0000-0002-4611-7066,,Attacks on Privacy and deFinettiÂ¡Â¯s Theorem,data attacking schemes sanitizing theorem models informally algorithm sensitive generated better belief based example inde bayes computational prior work presented collect york new include need itization aol state employees partition
0000-0003-2313-8961,,Efficient Location-Aware Influence Maximization,influences user locations efficiently aware algorithm require maximize large spatial applications marketing search outperforms issue advertisement seeds studies regions existing works queries experimental close calls multiple performance imation ratio
0000-0002-2324-3916,,Growing the Charging Station Network for Electric Vehicles with Trajectory Data Analytics,charg gridded stations times problem data electricity optimization trajectories algorithms average roads point total deploying stage gps utilizes indicating taxis large travels seek figures extracting framework vehicle definition follows include
0000-0002-2333-7613,,"Effective Data Co-Reduction for Multimedia Similarity
Search",data dimensionalities multimedia dcr distance reduction retrieves features similar objective experimentation database search recent efficiently complete main ranges performance section methods rows reduce approximations high dimension dis mainly time
0000-0002-1018-8866,,Scorpion: Explaining Away Outliers in Aggregate Queries,data user aggregates predicate sensors outlier point problems inputs scorpion involving sections generate analysis query result model figure use table set run algorithm outputs minimal ing properties example commonly tuples
